broadcast,m_code,p_code,p_name,p_group,exp_min,unit_price,total_price,sales,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,YEAR_DAY,DAY_NAME,DAY_NUM,code,no
2019-01-01 01:00:00,100193,200652,레이프릴 무빙 맥시풀커버 브라팬티,속옷,57.1,69900,43858000,627,2019,1,1,1,0,0,2019-01-01 00:00:00,Tuesday,2,20,64
2019-01-02 06:00:00,100229,200800,벨라홈 논슬립 옷걸이 세트,생활용품,60.0,29800,35241000,1182,2019,1,2,6,0,0,2019-01-02 00:00:00,Wednesday,3,21,67
2019-01-02 07:00:00,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,60.0,69000,70951000,1029,2019,1,2,7,0,0,2019-01-02 00:00:00,Wednesday,3,22,70
2019-01-02 08:00:00,100305,200974,오모떼 레이스 파운데이션 브라,속옷,60.0,59000,67533000,1145,2019,1,2,8,0,0,2019-01-02 00:00:00,Wednesday,3,23,73
2019-01-02 09:00:00,100454,201409,NNF 쿠션퍼자켓+베스트,의류,60.0,39900,74098000,1857,2019,1,2,9,0,0,2019-01-02 00:00:00,Wednesday,3,24,76
2019-01-02 10:00:00,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,60.0,158000,78940000,500,2019,1,2,10,0,0,2019-01-02 00:00:00,Wednesday,3,25,79
2019-01-02 10:00:00,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,60.0,168000,40950000,244,2019,1,2,10,0,0,2019-01-02 00:00:00,Wednesday,3,25,80
2019-01-02 10:00:00,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,60.0,148000,24550000,166,2019,1,2,10,0,0,2019-01-02 00:00:00,Wednesday,3,25,81
2019-01-02 10:00:00,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,60.0,158000,10137000,64,2019,1,2,10,0,0,2019-01-02 00:00:00,Wednesday,3,25,82
2019-01-02 11:00:00,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,60.0,299000,96155000,322,2019,1,2,11,0,0,2019-01-02 00:00:00,Wednesday,3,26,91
2019-01-02 12:00:00,100765,202230,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,60.0,238000,53370000,224,2019,1,2,12,0,0,2019-01-02 00:00:00,Wednesday,3,27,93
2019-01-02 12:00:00,100765,202238,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,60.0,228000,41430000,182,2019,1,2,12,0,0,2019-01-02 00:00:00,Wednesday,3,27,94
2019-01-02 12:00:00,100765,202229,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,60.0,218000,18480000,85,2019,1,2,12,0,0,2019-01-02 00:00:00,Wednesday,3,27,95
2019-01-02 12:00:00,100765,202237,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,60.0,208000,11583000,56,2019,1,2,12,0,0,2019-01-02 00:00:00,Wednesday,3,27,96
2019-01-02 13:00:00,100844,202491,하늘내린 용대리황태10미,농수축,60.0,32900,112947000,3434,2019,1,2,13,0,0,2019-01-02 00:00:00,Wednesday,3,28,105
2019-01-02 14:00:00,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,60.0,109000,85256000,782,2019,1,2,14,0,0,2019-01-02 00:00:00,Wednesday,3,29,108
2019-01-02 15:00:00,100253,200864,안동간고등어 20팩,농수축,60.0,30900,155211000,5023,2019,1,2,15,0,0,2019-01-02 00:00:00,Wednesday,3,30,110
2019-01-02 16:00:00,100722,202113,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",농수축,60.0,30900,47845000,1549,2019,1,2,16,0,0,2019-01-02 00:00:00,Wednesday,3,31,113
2019-01-02 16:00:00,100722,202112,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",농수축,60.0,30900,27619000,894,2019,1,2,16,0,0,2019-01-02 00:00:00,Wednesday,3,31,114
2019-01-02 17:00:00,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,60.0,59900,130196000,2174,2019,1,2,17,0,0,2019-01-02 00:00:00,Wednesday,3,32,119
2019-01-02 18:00:00,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,60.0,89800,101053000,1126,2019,1,2,18,0,0,2019-01-02 00:00:00,Wednesday,3,33,122
2019-01-02 19:00:00,100491,201483,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,60.0,59900,128485000,2145,2019,1,2,19,0,0,2019-01-02 00:00:00,Wednesday,3,34,125
2019-01-02 20:00:00,100610,201901,푸마 코튼 라이크라 드로즈 12종,속옷,60.0,89000,112405000,1263,2019,1,2,20,0,0,2019-01-02 00:00:00,Wednesday,3,35,128
2019-01-02 20:00:00,100610,201862,푸마 INNO 심리스 롱드로즈 7종,속옷,60.0,89000,6026000,68,2019,1,2,20,0,0,2019-01-02 00:00:00,Wednesday,3,35,129
2019-01-02 20:00:00,100610,201880,푸마 드라이셀라인 뉴 런닝 9종,속옷,60.0,89000,9321000,105,2019,1,2,20,0,0,2019-01-02 00:00:00,Wednesday,3,35,130
2019-01-02 21:00:00,100155,200554,일시불 LG전자 매직스페이스 냉장고,가전,60.0,1409000,61526000,43,2019,1,2,21,0,0,2019-01-02 00:00:00,Wednesday,3,36,137
2019-01-02 21:00:00,100155,200487,무이자 LG전자 매직스페이스 냉장고,가전,60.0,1549000,47841000,31,2019,1,2,21,0,0,2019-01-02 00:00:00,Wednesday,3,36,138
2019-01-02 22:00:00,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,60.0,1300000,12659000,9,2019,1,2,22,0,0,2019-01-02 00:00:00,Wednesday,3,37,143
2019-01-02 22:00:00,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,60.0,1900000,82649000,43,2019,1,2,22,0,0,2019-01-02 00:00:00,Wednesday,3,37,144
2019-01-02 22:00:00,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,60.0,2130000,30986000,14,2019,1,2,22,0,0,2019-01-02 00:00:00,Wednesday,3,37,145
2019-01-02 22:20:00,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,40.0,1440000,10524000,7,2019,1,2,22,20,0,2019-01-02 00:00:00,Wednesday,3,37,147
2019-01-02 22:40:00,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,20.0,2990000,14523000,5,2019,1,2,22,40,0,2019-01-02 00:00:00,Wednesday,3,37,154
2019-01-02 23:00:00,100664,202004,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,60.0,79900,106570000,1335,2019,1,2,23,0,0,2019-01-02 00:00:00,Wednesday,3,38,155
2019-01-02 00:00:00,100346,201072,테이트 남성 셀린니트3종,의류,40.0,39900,17810000,447,2019,1,2,0,0,0,2019-01-02 00:00:00,Wednesday,3,39,158
2019-01-02 00:00:00,100346,201079,테이트 여성 셀린니트3종,의류,40.0,39900,34570000,866,2019,1,2,0,0,0,2019-01-02 00:00:00,Wednesday,3,39,159
2019-01-02 01:00:00,100613,201894,푸마 웜셀 기모 치마레깅스 3종,속옷,57.1,59000,55443000,939,2019,1,2,1,0,0,2019-01-02 00:00:00,Wednesday,3,40,162
2019-01-03 06:00:00,100781,202292,에펨 여성 미들퍼부츠,잡화,60.0,39800,17104000,430,2019,1,3,6,0,0,2019-01-03 00:00:00,Thursday,4,41,165
2019-01-03 06:00:00,100781,202285,에펨 남성 미들퍼부츠,잡화,60.0,49800,12681000,255,2019,1,3,6,0,0,2019-01-03 00:00:00,Thursday,4,41,166
2019-01-03 07:00:00,100582,201788,천연담아 명품다시팩 100포,농수축,60.0,39900,82616000,2071,2019,1,3,7,0,0,2019-01-03 00:00:00,Thursday,4,42,171
2019-01-03 08:00:00,100774,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,60.0,79000,76661000,970,2019,1,3,8,0,0,2019-01-03 00:00:00,Thursday,4,43,174
2019-01-03 09:00:00,100600,201840,로베르타 디 까메리노 노벨라백 2종,잡화,60.0,39000,73259000,1879,2019,1,3,9,0,0,2019-01-03 00:00:00,Thursday,4,44,177
2019-01-03 10:00:00,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,60.0,109000,102903000,944,2019,1,3,10,0,0,2019-01-03 00:00:00,Thursday,4,45,180
2019-01-03 11:00:00,100816,202404,보코 리버시블 무스탕,의류,60.0,79000,84789000,1073,2019,1,3,11,0,0,2019-01-03 00:00:00,Thursday,4,46,182
2019-01-03 12:00:00,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,60.0,69000,88529000,1283,2019,1,3,12,0,0,2019-01-03 00:00:00,Thursday,4,47,185
2019-01-03 13:00:00,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,60.0,39800,116724000,2933,2019,1,3,13,0,0,2019-01-03 00:00:00,Thursday,4,48,188
2019-01-03 14:00:00,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,60.0,109800,119902000,1093,2019,1,3,14,0,0,2019-01-03 00:00:00,Thursday,4,49,191
2019-01-03 15:00:00,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,60.0,218000,61373000,282,2019,1,3,15,0,0,2019-01-03 00:00:00,Thursday,4,50,194
2019-01-03 15:00:00,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,60.0,208000,59276000,284,2019,1,3,15,0,0,2019-01-03 00:00:00,Thursday,4,50,195
2019-01-03 15:00:00,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,60.0,208000,13447000,64,2019,1,3,15,0,0,2019-01-03 00:00:00,Thursday,4,50,196
2019-01-03 15:00:00,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,60.0,198000,14227000,72,2019,1,3,15,0,0,2019-01-03 00:00:00,Thursday,4,50,197
2019-01-03 16:00:00,100832,202444,청정수산 완도활전복 35미,농수축,60.0,59900,134221000,2240,2019,1,3,16,0,0,2019-01-03 00:00:00,Thursday,4,51,206
2019-01-03 17:00:00,100496,201497,뽕셰프 이봉원 특갈비탕 12팩,농수축,60.0,60900,76649000,1258,2019,1,3,17,0,0,2019-01-03 00:00:00,Thursday,4,52,209
2019-01-03 18:00:00,100702,202074,영산포숙성 홍어8팩+무침3통,농수축,60.0,40900,148904000,3641,2019,1,3,18,0,0,2019-01-03 00:00:00,Thursday,4,53,212
2019-01-03 19:00:00,100610,201860,푸마 INNO 심리스 드로즈 (6차),속옷,60.0,89000,71433000,803,2019,1,3,19,0,0,2019-01-03 00:00:00,Thursday,4,54,215
2019-01-03 19:00:00,100610,201861,푸마 INNO 심리스 롱드로즈 (1차),속옷,60.0,89000,13897000,156,2019,1,3,19,0,0,2019-01-03 00:00:00,Thursday,4,54,216
2019-01-03 19:00:00,100610,201865,푸마 NEW 트렁크 패키지,속옷,60.0,89000,10129000,113,2019,1,3,19,0,0,2019-01-03 00:00:00,Thursday,4,54,217
2019-01-03 20:00:00,100501,201514,노비타 스마트 비데,생활용품,60.0,189000,232596000,1230,2019,1,3,20,0,0,2019-01-03 00:00:00,Thursday,4,55,224
2019-01-03 21:00:00,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,60.0,1300000,25217000,19,2019,1,3,21,0,0,2019-01-03 00:00:00,Thursday,4,56,227
2019-01-03 21:00:00,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,60.0,1440000,31423000,21,2019,1,3,21,0,0,2019-01-03 00:00:00,Thursday,4,56,228
2019-01-03 21:00:00,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,40.0,2130000,46380000,22,2019,1,3,21,0,0,2019-01-03 00:00:00,Thursday,4,56,229
2019-01-03 21:00:00,100148,200518,일시불 LG 울트라HD TV 70UK7400KNA,가전,60.0,2700000,19738000,6,2019,1,3,21,0,0,2019-01-03 00:00:00,Thursday,4,56,230
2019-01-03 21:00:00,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,20.0,2990000,7299000,2,2019,1,3,21,0,0,2019-01-03 00:00:00,Thursday,4,56,231
2019-01-03 21:20:00,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,40.0,1900000,45919000,24,2019,1,3,21,20,0,2019-01-03 00:00:00,Thursday,4,56,234
2019-01-03 22:00:00,100718,202108,로베르타 디 까메리노 올레이스 지퍼브라팬티,속옷,60.0,89900,87262000,972,2019,1,3,22,0,0,2019-01-03 00:00:00,Thursday,4,57,241
2019-01-03 23:00:00,100377,201225,그렉노먼 남성 캐시터치 터틀넥 4종,의류,60.0,69900,39733000,568,2019,1,3,23,0,0,2019-01-03 00:00:00,Thursday,4,58,244
2019-01-03 23:00:00,100377,201231,그렉노먼 여성 캐시터치 터틀넥 4종,의류,60.0,69900,39929000,571,2019,1,3,23,0,0,2019-01-03 00:00:00,Thursday,4,58,245
2019-01-03 00:00:00,100049,202044,마리노블 밍크 롱코트,의류,60.0,499000,57383000,115,2019,1,3,0,0,0,2019-01-03 00:00:00,Thursday,4,59,250
2019-01-03 01:00:00,100229,200800,벨라홈 논슬립 옷걸이 세트,생활용품,57.1,29800,48878000,1640,2019,1,3,1,0,0,2019-01-03 00:00:00,Thursday,4,60,253
2019-01-04 06:00:00,100651,201972,제주농장 유기 양배추진액 120포,건강기능,60.0,74900,71174000,950,2019,1,4,6,0,0,2019-01-04 00:00:00,Friday,5,61,256
2019-01-04 07:00:00,100226,201019,코이모 리빙박스 8종,생활용품,60.0,49800,77711000,1560,2019,1,4,7,0,0,2019-01-04 00:00:00,Friday,5,62,259
2019-01-04 08:00:00,100717,202101,로베르타 디 까메리노 360커브드 지퍼 쉐이핑 란쥬,속옷,60.0,89900,62837000,699,2019,1,4,8,0,0,2019-01-04 00:00:00,Friday,5,63,262
2019-01-04 09:00:00,100765,202230,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,60.0,238000,43257000,182,2019,1,4,9,0,0,2019-01-04 00:00:00,Friday,5,64,265
2019-01-04 09:00:00,100765,202238,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,60.0,228000,27402000,120,2019,1,4,9,0,0,2019-01-04 00:00:00,Friday,5,64,266
2019-01-04 09:00:00,100765,202229,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,60.0,218000,14922000,69,2019,1,4,9,0,0,2019-01-04 00:00:00,Friday,5,64,267
2019-01-04 09:00:00,100765,202237,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,60.0,208000,5534000,27,2019,1,4,9,0,0,2019-01-04 00:00:00,Friday,5,64,268
2019-01-04 10:00:00,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,60.0,218000,59016000,271,2019,1,4,10,0,0,2019-01-04 00:00:00,Friday,5,65,277
2019-01-04 10:00:00,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,60.0,208000,49659000,239,2019,1,4,10,0,0,2019-01-04 00:00:00,Friday,5,65,278
2019-01-04 10:00:00,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,40.0,208000,11186000,53,2019,1,4,10,0,0,2019-01-04 00:00:00,Friday,5,65,279
2019-01-04 10:00:00,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,60.0,198000,14937000,75,2019,1,4,10,0,0,2019-01-04 00:00:00,Friday,5,65,280
2019-01-04 11:00:00,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,60.0,109000,85009000,780,2019,1,4,11,0,0,2019-01-04 00:00:00,Friday,5,66,288
2019-01-04 12:00:00,100253,200864,안동간고등어 20팩,농수축,60.0,30900,125512000,4063,2019,1,4,12,0,0,2019-01-04 00:00:00,Friday,5,67,290
2019-01-04 13:00:00,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,60.0,109800,92222000,840,2019,1,4,13,0,0,2019-01-04 00:00:00,Friday,5,67,293
2019-01-04 14:00:00,100305,200974,오모떼 레이스 파운데이션 브라,속옷,60.0,59000,87263000,1479,2019,1,4,14,0,0,2019-01-04 00:00:00,Friday,5,68,296
2019-01-04 15:00:00,100199,200670,소들녘 소 갈비탕,농수축,60.0,50900,122899000,2415,2019,1,4,15,0,0,2019-01-04 00:00:00,Friday,5,69,299
2019-01-04 16:00:00,100844,202491,하늘내린 용대리황태10미,농수축,60.0,32900,115409000,3507,2019,1,4,16,0,0,2019-01-04 00:00:00,Friday,5,70,302
2019-01-04 17:00:00,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,60.0,89800,111035000,1236,2019,1,4,17,0,0,2019-01-04 00:00:00,Friday,5,71,305
2019-01-04 18:00:00,100491,201483,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,60.0,59900,140992000,2353,2019,1,4,18,0,0,2019-01-04 00:00:00,Friday,5,72,308
2019-01-04 19:00:00,100150,200533,일시불 LG 통돌이 세탁기,가전,60.0,439000,86664000,197,2019,1,4,19,0,0,2019-01-04 00:00:00,Friday,5,73,311
2019-01-04 19:00:00,100150,200465,무이자 LG 통돌이 세탁기,가전,60.0,489000,82568000,168,2019,1,4,19,0,0,2019-01-04 00:00:00,Friday,5,73,312
2019-01-04 20:00:00,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,60.0,39800,161417000,4056,2019,1,4,20,0,0,2019-01-04 00:00:00,Friday,5,74,317
2019-01-04 21:00:00,100664,202004,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,60.0,79900,112617000,1409,2019,1,4,21,0,0,2019-01-04 00:00:00,Friday,5,75,320
2019-01-04 22:00:00,100377,201225,그렉노먼 남성 캐시터치 터틀넥 4종,의류,60.0,69900,55851000,799,2019,1,4,22,0,0,2019-01-04 00:00:00,Friday,5,76,323
2019-01-04 22:00:00,100377,201231,그렉노먼 여성 캐시터치 터틀넥 4종,의류,60.0,69900,46295000,663,2019,1,4,22,0,0,2019-01-04 00:00:00,Friday,5,76,324
2019-01-04 23:00:00,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,60.0,299000,79745000,267,2019,1,4,23,0,0,2019-01-04 00:00:00,Friday,5,77,329
2019-01-04 00:00:00,100212,200756,스포메틱스 리얼핏 모이스춰라이징 코코넛크림,이미용,60.0,49900,58478000,1172,2019,1,4,0,0,0,2019-01-04 00:00:00,Friday,5,78,331
2019-01-04 01:00:00,100293,200952,일시불[가이거] 제니스시계 주얼리세트,잡화,57.1,129000,65816000,510,2019,1,4,1,0,0,2019-01-04 00:00:00,Friday,5,79,334
2019-01-04 01:00:00,100293,200949,무이자[가이거] 제니스시계 주얼리세트,잡화,57.1,139000,30913000,222,2019,1,4,1,0,0,2019-01-04 00:00:00,Friday,5,79,335
2019-01-05 06:00:00,100267,200883,스칼프솔루션 트리트먼트 패키지,이미용,60.0,50900,35108000,690,2019,1,5,6,0,0,2019-01-05 00:00:00,Saturday,6,80,340
2019-01-05 07:00:00,100222,200773,아문센 남성 윈터 하드쉘 세트,의류,60.0,79000,30218000,382,2019,1,5,7,0,0,2019-01-05 00:00:00,Saturday,6,81,343
2019-01-05 07:00:00,100222,200774,아문센 여성 윈터 하드쉘 세트,의류,60.0,79000,19209000,243,2019,1,5,7,0,0,2019-01-05 00:00:00,Saturday,6,81,344
2019-01-05 08:00:00,100761,202216,마담팰리스 웜기모 롱베스트 3종세트,의류,60.0,39900,118333000,2965,2019,1,5,8,0,0,2019-01-05 00:00:00,Saturday,6,82,349
2019-01-05 09:00:00,100305,200988,오모떼 프런트후크 데오브라 시즌2,속옷,60.0,59000,131746000,2233,2019,1,5,9,0,0,2019-01-05 00:00:00,Saturday,6,83,352
2019-01-05 10:00:00,100816,202404,보코 리버시블 무스탕,의류,60.0,79000,81471000,1031,2019,1,5,10,0,0,2019-01-05 00:00:00,Saturday,6,84,354
2019-01-05 11:00:00,100808,202377,CERINI by PAT 남성 소프트 기모 릴렉스팬츠,의류,60.0,59900,153801000,2568,2019,1,5,11,0,0,2019-01-05 00:00:00,Saturday,6,85,357
2019-01-05 12:00:00,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,60.0,89800,155117000,1727,2019,1,5,12,0,0,2019-01-05 00:00:00,Saturday,6,86,360
2019-01-05 13:00:00,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60.0,60900,173551000,2849,2019,1,5,13,0,0,2019-01-05 00:00:00,Saturday,6,87,363
2019-01-05 14:00:00,100150,200533,일시불 LG 통돌이 세탁기,가전,60.0,439000,68255000,156,2019,1,5,14,0,0,2019-01-05 00:00:00,Saturday,6,88,366
2019-01-05 14:00:00,100150,200465,무이자 LG 통돌이 세탁기,가전,60.0,489000,76541000,156,2019,1,5,14,0,0,2019-01-05 00:00:00,Saturday,6,88,367
2019-01-05 15:00:00,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,60.0,109000,94162000,864,2019,1,5,15,0,0,2019-01-05 00:00:00,Saturday,6,89,372
2019-01-05 16:00:00,100849,202512,멋진밥상 흥양농협 햅쌀 20kg,농수축,60.0,61000,178901000,2933,2019,1,5,16,0,0,2019-01-05 00:00:00,Saturday,6,90,374
2019-01-05 17:00:00,100435,201350,우리바다 손질왕꼬막 24팩,농수축,60.0,39900,233851000,5861,2019,1,5,17,0,0,2019-01-05 00:00:00,Saturday,6,91,377
2019-01-05 18:20:00,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,40.0,59900,76992000,1286,2019,1,5,18,20,0,2019-01-05 00:00:00,Saturday,6,92,380
2019-01-05 19:00:00,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,60.0,158000,87694000,556,2019,1,5,19,0,0,2019-01-05 00:00:00,Saturday,6,93,382
2019-01-05 19:00:00,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,60.0,168000,48644000,289,2019,1,5,19,0,0,2019-01-05 00:00:00,Saturday,6,93,383
2019-01-05 19:00:00,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,60.0,148000,31393000,212,2019,1,5,19,0,0,2019-01-05 00:00:00,Saturday,6,93,384
2019-01-05 19:20:00,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,40.0,158000,13426000,85,2019,1,5,19,20,0,2019-01-05 00:00:00,Saturday,6,93,388
2019-01-05 20:00:00,100610,201860,푸마 INNO 심리스 드로즈 (6차),속옷,60.0,89000,70892000,797,2019,1,5,20,0,0,2019-01-05 00:00:00,Saturday,6,94,393
2019-01-05 20:00:00,100610,201861,푸마 INNO 심리스 롱드로즈 (1차),속옷,60.0,89000,11951000,135,2019,1,5,20,0,0,2019-01-05 00:00:00,Saturday,6,94,394
2019-01-05 20:00:00,100610,201865,푸마 NEW 트렁크 패키지,속옷,60.0,89000,7168000,80,2019,1,5,20,0,0,2019-01-05 00:00:00,Saturday,6,94,395
